"id","sus_id","country","country_other","station_name","national_name","short_sample_code","sample_code","provider_code","code_ec_wise","code_ec_other","code_other","east_west","longitude_d","longitude_m","longitude_s","longitude_decimal","north_south","latitude_d","latitude_m","latitude_s","latitude_decimal","dpc_id","altitude","specific_locations","matrix","matrix_other","compound","dcod_id","dic_id","concentration_value","unit_extra","tier","sampling_technique","sampling_date","sampling_date_y","sampling_date_m","sampling_date_d","sampling_date_t","sampling_duration_day","sampling_duration_hour","id_method","id_data","description","remark","remark_add","show_date","dtod_id","dtod_other","agg_uncertainty","dmm_id","agg_max","agg_min","agg_number","agg_deviation","dtl_id","dtl_other","sampling_date1","sampling_date1_y","sampling_date1_m","sampling_date1_d","sampling_date1_t","analysis_date_y","analysis_date_m","analysis_date_d","dst_id","dst_other","dtos_id","dplu_id","noexport","list_id","u_jds4","u_ufz","u_lptc","u_nl","u_connect","u_preempt","u_dnieper","u_6rbmp","u_eu4emblas","u_parc_pfas","u_promisces"
"51","00000214","SK",,"pod Vitrum Krompachy","H12PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","00000214","SK",,"Torysa-Vajkovce","H10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","00000214","SK",,"Torysa-Vajkovce","H10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","00000214","SK",,"Rudniansky p.-ústie","H11PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","00000214","SK",,"Obišovce","H10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","00000214","SK",,"ústie - Hnilec","H7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","00000214","SK",,"ústie - Hnilec","H7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","00000214","SK",,"ústie - Hnilec","H7PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","00000214","SK",,"pod Spišskou Novou Vsou","H6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","00000214","SK",,"pod Spišskou Novou Vsou","H6PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","00000214","SK",,"Hron - nad Biotikou","R18PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","00000214","SK",,"Hron-Kamenica","R2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","00000214","SK",,"Zolná - ústie","R21PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","00000214","SK",,"Slatina- ústie","R20PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","00000214","SK",,"Zvolen - Bučina","R13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","00000214","SK",,"Zvolen - Bučina","R13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","00000214","SK",,"Zvolen - Bučina","R14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","00000214","SK",,"pod WWTP Levice","R11PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","00000214","SK",,"Hron-Šalková","R19PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","00000214","SK",,"pod Novou Baňou","R10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","00000214","SK",,"pod Novou Baňou","R10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","00000214","SK",,"pod Akutrade B.Štiavnica","I5PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","1","11.7",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","00000214","SK",,"M. Dunaj - Čierna Voda","MD5PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","00000214","SK",,"M. Dunaj - Kolárovo","MD4PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","00000214","SK",,"Malý Dunaj - ústie","MD4PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","00000214","SK",,"Malý Dunaj - ústie","MD4PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","00000214","SK",,"Dunaj - Štúrovo, Danube (rkm 1718.8), Danube (SK)","D4PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","00000214","SK",,"pod Slovnaftom a.s., Bratislava","D2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","00000214","SK",,"pod VaK-ÚČOV Vrakuňa","MD3PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","00000214","SK",,"pod VaK-ÚČOV Vrakuňa","MD3PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","00000214","SK",,"Chotárny Kanál - Jánošikovo, Malý Dunaj (rkm 11), Malý Dunaj (SK)","MD1PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","00000214","SK",,"Chotárny Kanál - Jánošikovo, Malý Dunaj (rkm 11), Malý Dunaj (SK)","MD1PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","00000214","SK",,"Trnávka-Zemplínske hradište","B18PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","00000214","SK",,"Trnávka pod Trebišovom","B14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","00000214","SK",,"Trnávka pod Trebišovom","B14PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","00000214","SK",,"Bodrog - Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","00000214","SK",,"Bodrog - Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","00000214","SK",,"Bodrog - Streda Nad Bodrogom, Bodrog (rkm 6), Bodrog (SK)","B2PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","00000214","SK",,"ústie Latorica-Bodrog","B13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","00000214","SK",,"ústie Latorica-Bodrog","B13PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","00000214","SK",,"Bracovce - Ondava, Ondava (rkm 21.5), Bodrog (SK)","B12PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","00000214","SK",,"Bracovce - Ondava, Ondava (rkm 21.5), Bodrog (SK)","B12PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","00000214","SK",,"Laborec-Petrovce","B17PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","00000214","SK",,"Laborec - pod Humenným","B10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","00000214","SK",,"Laborec - pod Humenným","B10PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","00000214","SK",,"Ondava-Nižný Hrušov","B16PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","00000214","SK",,"VN Domaša","B9PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","00000214","SK",,"VN Domaša","B9PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","00000214","SK",,"Topľa-pod Vranovom","B15PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2004-01-10 00:00:00","2004","01","10","00:00:00",,,"3","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","00000214","SK",,"Topľa - pod WWTP Bardejov","B8PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"2","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","00000214","SK",,"Topľa - below WWTP Bardejov","B8PV",,,,,,,"0",,,,,"0",,,,,"0",,,"3",,"256","1","3","0",,"0","0","2003-01-07 00:00:00","2003","01","07","00:00:00",,,"1","1",,,,"0","0",,,"0",,,,,"0",,"0000-00-00 00:00:00","0000","00","00","00:00:00","0000","00","00","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0"
